index,0
"('joe', 'biden')",2
"('jan', '6')",2
"('get', 'cancer')",1
"('complete', 'fake')",1
"('monkeypox', 'complete')",1
"('away', 'monkeypox')",1
"('go', 'away')",1
"('cancer', 'go')",1
"('and', 'cancer')",1
"('cancer', 'and')",1
"('alkaline', 'get')",1
"('sham', 'designed')",1
"('ph', 'alkaline')",1
"('s', 'ph')",1
"('body', 's')",1
"('if', 'body')",1
"('forgiveness', 'if')",1
"('loan', 'forgiveness')",1
"('fake', 'sham')",1
"('designed', 'force')",1
"('protection', 'program')",1
"('speechless', 'interview')",1
"('planned', '2019')",1
"('pandemic', 'planned')",1
"('covid19', 'pandemic')",1
"('the', 'covid19')",1
"('guest', 'the')",1
"('interview', 'guest')",1
"('carlson', 'speechless')",1
"('force', 'lockdown')",1
"('tucker', 'carlson')",1
"('show', 'tucker')",1
"('video', 'show')",1
"('shot', 'video')",1
"('mandate', 'shot')",1
"('lockdown', 'mandate')",1
"('program', 'loan')",1
"('paycheck', 'protection')",1
"('simulation', 'called')",1
"('october', 'say')",1
"('back', 'office')",1
"('trump', 'back')",1
"('donald', 'trump')",1
"('put', 'donald')",1
"('court', 'put')",1
"('supreme', 'court')",1
"('the', 'supreme')",1
"('miscarried', 'the')",1
"('trial', 'miscarried')",1
"('pfizer', 'trial')",1
"('woman', 'pfizer')",1
"('pregnant', 'woman')",1
"('half', 'pregnant')",1
"('nearly', 'half')",1
"('fair', 'nearly')",1
"('office', 'october')",1
"('say', 'democratic')",1
"('20000', 'paycheck')",1
"('democratic', 'senate')",1
"('received', '20000')",1
"('shapiro', 'received')",1
"('ben', 'shapiro')",1
"('commentator', 'ben')",1
"('political', 'commentator')",1
"('conservative', 'political')",1
"('show', 'conservative')",1
"('screenshots', 'show')",1
"('ice', 'screenshots')",1
"('abolishing', 'ice')",1
"('support', 'abolishing')",1
"('barnes', 'support')",1
"('mandela', 'barnes')",1
"('candidate', 'mandela')",1
"('senate', 'candidate')",1
"('2019', 'simulation')",1
"('called', 'event')",1
"('hold', 'book')",1
"('state', 'government')",1
"('lawsuit', 'united')",1
"('representing', 'lawsuit')",1
"('trump', 'representing')",1
"('show', 'trump')",1
"('image', 'show')",1
"('pedophilia', 'image')",1
"('fighting', 'pedophilia')",1
"('partnered', 'fighting')",1
"('linked', 'partnered')",1
"('suspicious', 'linked')",1
"('heche', 'suspicious')",1
"('anne', 'heche')",1
"('actor', 'anne')",1
"('rind', 'actor')",1
"('walorski', 'rind')",1
"('united', 'state')",1
"('government', 'related')",1
"('rep', 'jackie')",1
"('related', 'fbi')",1
"('time', 'rate')",1
"('five', 'time')",1
"('year', 'five')",1
"('25000', 'year')",1
"('le', '25000')",1
"('earning', 'le')",1
"('american', 'earning')",1
"('audited', 'american')",1
"('irs', 'audited')",1
"('year', 'irs')",1
"('last', 'year')",1
"('home', 'last')",1
"('florida', 'home')",1
"('search', 'florida')",1
"('fbi', 'search')",1
"('jackie', 'walorski')",1
"('u', 'rep')",1
"('event', '201')",1
"('b1b', 'lancer')",1
"('nuclear', 'bomb')",1
"('deadly', 'nuclear')",1
"('new', 'deadly')",1
"('testing', 'new')",1
"('u', 'testing')",1
"('police', 'u')",1
"('defund', 'police')",1
"('agenda', 'defund')",1
"('s', 'agenda')",1
"('biden', 's')",1
"('supported', 'biden')",1
"('crist', 'supported')",1
"('charlie', 'crist')",1
"('rehearsal', 'charlie')",1
"('201', 'rehearsal')",1
"('bomb', 'b1b')",1
"('lancer', 'half')",1
"('death', 'u')",1
"('half', 'vote')",1
"('the', 'death')",1
"('abortion', 'the')",1
"('ban', 'abortion')",1
"('national', 'ban')",1
"('pas', 'national')",1
"('want', 'pas')",1
"('master', 'want')",1
"('blake', 'master')",1
"('people', 'blake')",1
"('dead', 'people')",1
"('election', 'dead')",1
"('presidential', 'election')",1
"('2020', 'presidential')",1
"('biden', '2020')",1
"('vote', 'joe')",1
"('book', 'fair')",1
"('scholastic', 'hold')",1
"('biden', 'threatened')",1
"('tax', 'owe')",1
"('american', 'paid')",1
"('innocent', 'american')",1
"('audit', 'innocent')",1
"('result', 'audit')",1
"('even', 'result')",1
"('would', 'even')",1
"('income', 'would')",1
"('regardless', 'income')",1
"('taxpayer', 'regardless')",1
"('all', 'taxpayer')",1
"('rise', 'all')",1
"('would', 'rise')",1
"('rate', 'would')",1
"('audit', 'rate')",1
"('irs', 'audit')",1
"('paid', 'tax')",1
"('owe', 'irs')",1
"('supersized', 'staff')",1
"('irs', 'anything')",1
"('the', 'fbi')",1
"('origin', 'the')",1
"('unknown', 'origin')",1
"('creature', 'unknown')",1
"('sea', 'creature')",1
"('homicidal', 'sea')",1
"('home', 'homicidal')",1
"('also', 'home')",1
"('antarctica', 'also')",1
"('beneath', 'antarctica')",1
"('exist', 'beneath')",1
"('may', 'exist')",1
"('continent', 'may')",1
"('another', 'continent')",1
"('anything', 'another')",1
"('staff', 'irs')",1
"('say', 'supersized')",1
"('order', 'scholastic')",1
"('call', 'endowment')",1
"('hedge', 'fund')",1
"('billion', 'hedge')",1
"('54', 'billion')",1
"('top', '54')",1
"('sitting', 'top')",1
"('harvard', 'sitting')",1
"('cashless', 'harvard')",1
"('going', 'cashless')",1
"('announced', 'going')",1
"('starbucks', 'announced')",1
