index,0
"('the',)",8
"('billion',)",5
"('biden',)",4
"('show',)",4
"('tax',)",3
"('irs',)",3
"('student',)",3
"('loan',)",3
"('used',)",2
"('complete',)",2
"('fake',)",2
"('owe',)",2
"('federal',)",2
"('forgiven',)",2
"('sitting',)",2
"('started',)",2
"('de',)",2
"('fbi',)",2
"('another',)",2
"('announced',)",2
"('book',)",2
"('pfizerbiontech',)",2
"('covid19',)",2
"('vaccine',)",2
"('pregnant',)",2
"('woman',)",2
"('joe',)",2
"('s',)",2
"('debt',)",2
"('trump',)",2
"('forgiveness',)",2
"('audit',)",2
"('would',)",2
"('6',)",2
"('jan',)",2
"('say',)",2
"('office',)",2
"('order',)",2
"('flood',)",2
"('cancer',)",2
"('taxpayer',)",2
"('work',)",1
"('claim',)",1
"('spent',)",1
"('lawsuit',)",1
"('pandemic',)",1
"('time',)",1
"('image',)",1
"('origin',)",1
"('2021',)",1
"('list',)",1
"('victim',)",1
"('republican',)",1
"('member',)",1
"('unknown',)",1
"('congress',)",1
"('creature',)",1
"('sea',)",1
"('homicidal',)",1
"('home',)",1
"('also',)",1
"('antarctica',)",1
"('moderna',)",1
"('feature',)",1
"('target',)",1
"('criminal',)",1
"('guard',)",1
"('national',)",1
"('911',)",1
"('control',)",1
"('in',)",1
"('arizona',)",1
"('zone',)",1
"('attack',)",1
"('ballot',)",1
"('whose',)",1
"('capitol',)",1
"('relief',)",1
"('taxable',)",1
"('internal',)",1
"('revenue',)",1
"('service',)",1
"('instagram',)",1
"('precise',)",1
"('location',)",1
"('activated',)",1
"('investigating',)",1
"('waterfueled',)",1
"('purpose',)",1
"('ppp',)",1
"('program',)",1
"('support',)",1
"('abolishing',)",1
"('ice',)",1
"('screenshots',)",1
"('conservative',)",1
"('political',)",1
"('commentator',)",1
"('ben',)",1
"('shapiro',)",1
"('received',)",1
"('20000',)",1
"('paycheck',)",1
"('protection',)",1
"('if',)",1
"('15',)",1
"('body',)",1
"('ph',)",1
"('alkaline',)",1
"('get',)",1
"('and',)",1
"('go',)",1
"('away',)",1
"('monkeypox',)",1
"('sham',)",1
"('designed',)",1
"('force',)",1
"('lockdown',)",1
"('mandate',)",1
"('barnes',)",1
"('mandela',)",1
"('candidate',)",1
"('senate',)",1
"('money',)",1
"('account',)",1
"('exist',)",1
"('sarasota',)",1
"('florida',)",1
"('teacher',)",1
"('told',)",1
"('purchase',)",1
"('accept',)",1
"('donated',)",1
"('reading',)",1
"('material',)",1
"('scholastic',)",1
"('hold',)",1
"('fair',)",1
"('nearly',)",1
"('half',)",1
"('pfizer',)",1
"('trial',)",1
"('miscarried',)",1
"('supreme',)",1
"('court',)",1
"('put',)",1
"('donald',)",1
"('back',)",1
"('october',)",1
"('democratic',)",1
"('beneath',)",1
"('staff',)",1
"('may',)",1
"('spinning',)",1
"('new',)",1
"('agent',)",1
"('police',)",1
"('people',)",1
"('fox',)",1
"('news',)",1
"('sought',)",1
"('legal',)",1
"('right',)",1
"('tell',)",1
"('lie',)",1
"('earth',)",1
"('faster',)",1
"('continent',)",1
"('ever',)",1
"('scientist',)",1
"('gravely',)",1
"('concerned',)",1
"('el',)",1
"('presidente',)",1
"('rusia',)",1
"('vladimir',)",1
"('putin',)",1
"('anuncia',)",1
"('que',)",1
"('se',)",1
"('87000',)",1
"('hiring',)",1
"('lied',)",1
"('targeting',)",1
"('travel',)",1
"('la',)",1
"('ny',)",1
"('22',)",1
"('gallon',)",1
"('public',)",1
"('health',)",1
"('title',)",1
"('42',)",1
"('last',)",1
"('tool',)",1
"('border',)",1
"('patrol',)",1
"('stop',)",1
"('overwhelming',)",1
"('illegal',)",1
"('immigrant',)",1
"('pouring',)",1
"('country',)",1
"('document',)",1
"('prove',)",1
"('white',)",1
"('house',)",1
"('behind',)",1
"('entire',)",1
"('arrepiente',)",1
"('invadir',)",1
"('ucrania',)",1
"('fund',)",1
"('endowment',)",1
"('pay',)",1
"('zero',)",1
"('yale',)",1
"('31',)",1
"('stanford',)",1
"('29',)",1
"('princeton',)",1
"('26',)",1
"('nonpartisan',)",1
"('congressional',)",1
"('budget',)",1
"('supersized',)",1
"('car',)",1
"('rate',)",1
"('rise',)",1
"('all',)",1
"('regardless',)",1
"('income',)",1
"('even',)",1
"('result',)",1
"('innocent',)",1
"('american',)",1
"('paid',)",1
"('anything',)",1
"('call',)",1
"('hedge',)",1
"('uk',)",1
"('54',)",1
"('longer',)",1
"('recommending',)",1
"('mrna',)",1
"('plan',)",1
"('bailout',)",1
"('rich',)",1
"('kid',)",1
"('an',)",1
"('obscure',)",1
"('filing',)",1
"('election',)",1
"('commission',)",1
"('formally',)",1
"('bid',)",1
"('term',)",1
"('threatened',)",1
"('assassinate',)",1
"('ukraine',)",1
"('former',)",1
"('president',)",1
"('starbucks',)",1
"('going',)",1
"('cashless',)",1
"('harvard',)",1
"('top',)",1
"('shot',)",1
